time, accel 1, accel 2, accel 3, accel 4, accel top, accel bottom
time - seconds (computed after test), deacceleration - kg, deacceleration - kg, deacceleration - kg, deacceleration - kg, deacceleration - kg, deacceleration - kg
0.000000000000000000e+00,7.061618617199999851e-03,1.146966058379999924e-02,3.687003730600020047e-03,1.406447766599999965e-03,3.573924038200010020e-03
9.999999999994457834e-07,2.063126617200000072e-03,7.720792583800029779e-03,6.186255730600019598e-03,-1.092792233400000047e-03,5.448354038200009866e-03
2.000000000000667795e-06,2.063126617200000072e-03,7.720792583800029779e-03,5.561443730600019834e-03,1.568277665999990103e-04,4.198724038200010028e-03
3.000000000000113578e-06,8.135026172000019542e-04,1.146966058379999924e-02,-6.866762693999839797e-04,2.656067766599999862e-03,2.324304038200010122e-03
3.999999999999559362e-06,9.560862617199999275e-03,8.970414583800030359e-03,-6.866762693999839797e-04,3.280887766600000185e-03,2.324304038200010122e-03
5.000000000000781373e-06,1.206010261720000080e-02,3.347120583800029889e-03,5.629637306000169917e-04,2.031267766599999854e-03,4.823544038200009917e-03
6.000000000000227157e-06,7.061618617199999851e-03,-4.017594161999709854e-04,2.437383730600020150e-03,3.905687766600000194e-03,7.947598038200009291e-03
6.999999999999672940e-06,7.061618617199999851e-03,2.097500583800029992e-03,3.687003730600020047e-03,7.029751166600000170e-03,8.572410038200009921e-03
7.999999999999118724e-06,9.560862617199999275e-03,4.596740583800030221e-03,7.435877730600020177e-03,8.904185766600000718e-03,5.448354038200009866e-03
9.000000000000340735e-06,4.562370617199999930e-03,1.472680583800030103e-03,8.060689730600020808e-03,7.029751166600000170e-03,3.573924038200010020e-03
9.999999999999787366e-06,7.061618617199999851e-03,2.230605838000290124e-04,7.435877730600020177e-03,1.406447766599999965e-03,2.949104038200010131e-03
1.099999999999923230e-05,4.562370617199999930e-03,5.221540583800030229e-03,8.685501730600019704e-03,5.780127766599999981e-03,6.697976038200009578e-03
1.200000000000045431e-05,2.063126617200000072e-03,1.271928058379999914e-02,9.935123730600020284e-03,8.904185766600000718e-03,5.448354038200009866e-03
1.299999999999990094e-05,2.063126617200000072e-03,9.595226583800029255e-03,7.435877730600020177e-03,7.029751166600000170e-03,4.823544038200009917e-03
1.399999999999934588e-05,8.135026172000019542e-04,3.971920583800030331e-03,2.437383730600020150e-03,3.905687766600000194e-03,5.448354038200009866e-03
1.500000000000056789e-05,5.811994617200000324e-03,1.472680583800030103e-03,-6.185626939998380570e-05,3.280887766600000185e-03,2.949104038200010131e-03
1.600000000000001283e-05,8.135026172000019542e-04,3.347120583800029889e-03,3.062203730600020039e-03,6.404939766599999744e-03,7.322787438200010005e-03
1.699999999999946115e-05,-4.361173827999979976e-04,1.146966058379999924e-02,1.812583730600019925e-03,4.530507766600000083e-03,1.107166403820000061e-02
1.800000000000068147e-05,-1.685737382799999901e-03,1.209448058380000086e-02,-6.185626939998380570e-05,3.280887766600000185e-03,9.197222038200010552e-03
1.900000000000012641e-05,8.135026172000019542e-04,1.146966058379999924e-02,5.629637306000169917e-04,3.280887766600000185e-03,7.322787438200010005e-03
1.999999999999957473e-05,2.063126617200000072e-03,5.846360583800030118e-03,3.687003730600020047e-03,2.031267766599999854e-03,4.823544038200009917e-03
2.100000000000079505e-05,2.063126617200000072e-03,3.971920583800030331e-03,6.186255730600019598e-03,1.568277665999990103e-04,4.823544038200009917e-03
2.200000000000023999e-05,4.562370617199999930e-03,2.722300583800030000e-03,6.811067130600020024e-03,1.568277665999990103e-04,3.573924038200010020e-03
2.299999999999968831e-05,4.562370617199999930e-03,2.722300583800030000e-03,6.811067130600020024e-03,2.031267766599999854e-03,4.823544038200009917e-03
2.399999999999913325e-05,9.560862617199999275e-03,2.722300583800030000e-03,1.812583730600019925e-03,4.530507766600000083e-03,6.073164038200009815e-03
2.500000000000035695e-05,7.061618617199999851e-03,8.478605838000290206e-04,2.437383730600020150e-03,4.530507766600000083e-03,6.697976038200009578e-03
2.599999999999980189e-05,9.560862617199999275e-03,5.846360583800030118e-03,6.811067130600020024e-03,1.406447766599999965e-03,4.823544038200009917e-03
2.699999999999924682e-05,9.560862617199999275e-03,7.095980583800030016e-03,1.118474373059999936e-02,7.816477665999999568e-04,4.823544038200009917e-03
2.800000000000047053e-05,7.061618617199999851e-03,5.221540583800030229e-03,9.935123730600020284e-03,-2.342412233400000161e-03,1.074684038200010008e-03
2.899999999999991547e-05,7.061618617199999851e-03,5.846360583800030118e-03,6.811067130600020024e-03,2.656067766599999862e-03,1.699484038200010016e-03
2.999999999999936040e-05,4.562370617199999930e-03,5.846360583800030118e-03,5.561443730600019834e-03,5.780127766599999981e-03,4.823544038200009917e-03
3.100000000000058411e-05,3.312749417200000056e-03,1.022003858380000040e-02,3.687003730600020047e-03,6.404939766599999744e-03,5.448354038200009866e-03
3.200000000000002566e-05,9.560862617199999275e-03,1.459372058380000066e-02,4.311823730600019937e-03,5.155317766600000032e-03,7.322787438200010005e-03
3.299999999999947398e-05,1.081050261720000079e-02,1.334410058380000076e-02,4.936633730600019886e-03,3.905687766600000194e-03,7.947598038200009291e-03
3.400000000000069769e-05,5.811994617200000324e-03,7.095980583800030016e-03,5.561443730600019834e-03,3.280887766600000185e-03,6.073164038200009815e-03
3.500000000000013924e-05,2.063126617200000072e-03,5.846360583800030118e-03,7.435877730600020177e-03,2.031267766599999854e-03,4.823544038200009917e-03
3.599999999999958756e-05,2.063126617200000072e-03,5.221540583800030229e-03,9.935123730600020284e-03,2.031267766599999854e-03,6.697976038200009578e-03
