0.000000000000000000e+00,1.122961563480000084e-02,1.392912884950000055e-02,-1.256673434460000086e-02,1.479690864400000014e-03,1.555985159199999935e-03
9.999999999994457834e-07,6.226428834799969600e-03,1.421212349499999944e-03,-1.631907434460000070e-02,1.479690864400000014e-03,1.555985159199999935e-03
2.000000000000667795e-06,-5.030691165200030200e-03,-1.108672115050000039e-02,-1.069053434459999938e-02,1.023523486440000053e-02,9.060739559200000487e-03
3.000000000000113578e-06,-7.532291165200029857e-03,-1.577717115050000091e-02,5.666056554000290348e-04,1.461302786440000015e-02,1.406393155920000054e-02
3.999999999999559362e-06,3.724868834799970139e-03,-2.203117115050000005e-02,6.195175655400030068e-03,1.023523486440000053e-02,2.907345155919999896e-02
5.000000000000781373e-06,2.474068834799969877e-03,-1.734067115049999983e-02,4.318985855400030334e-03,-2.898102135599990060e-03,2.657185155919999930e-02
6.000000000000227157e-06,-2.753116520002590133e-05,-4.832771150500000078e-03,2.442799655400030093e-03,5.857462864400000274e-03,4.057571559199990401e-03
6.999999999999672940e-06,7.477228834799970296e-03,-3.269271150499999858e-03,-1.309594344599969949e-03,2.117965786440000053e-02,1.156233155919999915e-02
7.999999999999118724e-06,-2.753116520002590133e-05,4.548193849499999712e-03,6.195175655400030068e-03,2.555745786440000167e-02,1.156233155919999915e-02
9.000000000000340735e-06,-1.378625116520000062e-02,2.018307884950000172e-02,2.442799655400030093e-03,2.117965786440000053e-02,1.906705155920000033e-02
9.999999999999787366e-06,-1.128465116519999922e-02,2.174657884950000064e-02,-1.309594344599969949e-03,1.461302786440000015e-02,1.156233155919999915e-02
1.099999999999923230e-05,6.226428834799969600e-03,9.238678849500000026e-03,4.318985855400030334e-03,3.668574764399999862e-03,-8.450388440800010725e-03
1.200000000000045431e-05,1.623278883480000143e-02,-1.705771150500000072e-03,-5.061934344599969791e-03,8.046348864399999537e-03,-8.450388440800010725e-03
1.299999999999990094e-05,4.975668834799970401e-03,-4.832771150500000078e-03,-1.819527434459999871e-02,-7.092021355999959982e-04,-8.450388440800010725e-03
1.399999999999934588e-05,-2.529091165200030109e-03,1.421212349499999944e-03,-8.814334344599970145e-03,-5.087002135599989761e-03,-5.948788440799999792e-03
1.500000000000056789e-05,-5.030691165200030200e-03,-3.269271150499999858e-03,9.947551655400030043e-03,8.046348864399999537e-03,-3.447188440800000135e-03
1.600000000000001283e-05,-1.278291165200030064e-03,1.421212349499999944e-03,1.557614565539999947e-02,8.046348864399999537e-03,4.057571559199990401e-03
1.699999999999946115e-05,-1.278291165200030064e-03,1.549262884949999947e-02,1.557614565539999947e-02,-5.087002135599989761e-03,9.060739559200000487e-03
1.800000000000068147e-05,-2.529091165200030109e-03,2.487357884949999848e-02,8.071363655400029188e-03,-5.087002135599989761e-03,1.656553155920000020e-02
1.900000000000012641e-05,1.498199283479999949e-02,2.956402884950000073e-02,4.318985855400030334e-03,1.479690864400000014e-03,2.657185155919999930e-02
1.999999999999957473e-05,2.874070883480000019e-02,2.331007884949999956e-02,9.947551655400030043e-03,3.668574764399999862e-03,2.657185155919999930e-02
2.100000000000079505e-05,2.999150883480000002e-02,1.392912884950000055e-02,8.071363655400029188e-03,2.336855786440000110e-02,-9.455964408000050491e-04
2.200000000000023999e-05,2.123594883480000098e-02,1.392912884950000055e-02,5.666056554000290348e-04,2.117965786440000053e-02,-1.095190844080000045e-02
2.299999999999968831e-05,1.248040883480000009e-02,2.800057884949999978e-02,-3.185794344599970126e-03,1.899075786439999997e-02,-5.948788440799999792e-03
2.399999999999913325e-05,1.223268834799970048e-03,2.487357884949999848e-02,-1.309594344599969949e-03,1.023523486440000053e-02,-3.447188440800000135e-03
2.500000000000035695e-05,-3.779891165200029938e-03,6.111683849500000425e-03,8.071363655400029188e-03,3.668574764399999862e-03,-9.455964408000050491e-04
2.599999999999980189e-05,-2.753116520002590133e-05,-1.577717115050000091e-02,1.369994565539999973e-02,8.046348864399999537e-03,4.057571559199990401e-03
2.699999999999924682e-05,1.748358883480000125e-02,-2.515812115049999992e-02,4.318985855400030334e-03,1.023523486440000053e-02,9.060739559200000487e-03
2.800000000000047053e-05,1.373120083480000066e-02,-2.203117115050000005e-02,-5.061934344599969791e-03,1.461302786440000015e-02,1.656553155920000020e-02
