time,test 1,test 2,test 3,test 4,test 5
time - seconds (computed after test),deacceleration - kg,deacceleration - kg,deacceleration - kg,deacceleration - kg,deacceleration - kg
-0.000092,-0.002956426,-0.028520039,-0.005818569,0.003578782,0.008557103
-0.000091,0.003286014,-0.034762439,-0.013309449,-0.01171514,0.006060143
-0.00009,0.003286014,-0.016035189,-0.013309449,-0.022639368,-0.006424689
-0.000089,-0.000459426,0.008934461,-0.009564009,-0.013900008,-0.018909537
-0.000088,-0.001707946,0.008934461,-0.003945849,-0.007345446,-0.011418625
-0.000087,0.020764774,0.001131441,-0.002073105,-0.0051606,-0.013915617
-0.000086,0.027007174,-0.017595789,-0.013309449,-0.01171514,-0.016412577
-0.000085,0.013273854,-0.012913989,-0.011436729,-0.009530293,-0.001430753
-0.000084,0.005782974,-0.000429164,-0.002073105,0.003578782,0.006060143
-0.000083,0.007031454,-0.001989769,-0.002073105,0.007948462,0.018544943
-0.000082,0.002037534,-0.016035189,-0.007691289,0.007948462,0.018544943
-0.000081,-0.000459426,-0.030080639,-0.015182169,0.016687822,-0.003927723
-0.00008,-0.004204906,-0.026959439,0.005417799,0.021057572,-0.013915617
-0.000079,-0.020435066,-0.016035189,0.007290519,0.016687822,-0.003927723
-0.000078,-0.017938266,-0.000429164,0.003545072,0.003578782,0.013551023
-0.000077,-0.007950266,0.002692045,-0.009564009,-0.0051606,0.018544943
-0.000076,0.004534494,0.008934461,0.007290519,-0.007345446,-0.003927723
-0.000075,0.005782974,0.005813251,0.014781411,-0.002975752,-0.013915617
-0.000074,0.003286014,-0.012913989,0.016654131,0.012318142,-0.003927723
-0.000073,0.002037534,-0.030080639,0.009163251,0.021057572,-0.001430753
-0.000072,0.005782974,-0.023838239,0.009163251,0.012318142,-0.013915617
-0.000071,0.005782974,-0.012913989,-0.000200379,-0.009530293,-0.006424689
-0.00007,0.013273854,0.001131441,0.003545072,-0.018269688,0.008557103
-0.000069,0.005782974,0.016737461,0.007290519,-0.000790912,0.008557103
-0.000068,-0.005453386,0.021419311,0.020399571,0.012318142,-0.003927723
