time,test 1,test 2,test 3,test 4,test 5
-0.000024,0.006226429,-0.014213671,0.008071364,0.034312988,0.034312988
-0.000023,-0.002529091,-0.004832771,-0.014442874,0.021179658,0.021179658
-0.000022,-0.008783051,0.001421212,-0.031328614,0.012424128,0.012424128
-0.000021,-0.016287811,-0.004832771,-0.035080954,0.016801928,0.016801928
-0.00002,-0.015037011,-0.007959721,-0.005061934,0.018990758,0.018990758
-0.000019,-0.026294171,-0.001705771,0.015576146,0.005857463,0.005857463
-0.000018,-0.023792571,0.012365629,0.008071364,-0.009464732,-0.009464732
-0.000017,0.002474069,0.026437079,-0.006938134,-0.018220262,-0.018220262
-0.000016,0.004975669,0.023310079,-0.006938134,-0.013842532,-0.013842532
-0.000015,-0.006281491,0.006111684,-0.005061934,-0.000709202,-0.000709202
-0.000014,-0.006281491,-0.003269271,-0.006938134,0.012424128,0.012424128
-0.000013,-0.001278291,0.009238679,-0.014442874,0.014613028,0.014613028
-0.000012,0.003724869,0.018619629,-0.020071474,0.018990758,0.018990758
-0.000011,-2.75312E-05,0.023310079,-0.010690534,0.012424128,0.012424128
-0.00001,0.004975669,0.021746579,-0.016319074,0.003668575,0.003668575
-0.000009,0.014981993,0.006111684,-0.033204814,-0.005087002,-0.005087002
-0.000008,0.021235949,-0.006396221,-0.033204814,-0.000709202,-0.000709202
-0.000007,0.016232789,-0.007959721,-0.014442874,-0.002898102,-0.002898102
-0.000006,0.002474069,0.006111684,0.0024428,-0.009464732,-0.009464732
-0.000005,-0.016287811,0.010802179,0.000566606,-0.002898102,-0.002898102
-0.000004,-0.023792571,0.001421212,-0.018195274,0.010235235,0.010235235
-0.000003,-0.018789411,0.002984704,-0.025700014,0.008046349,0.008046349
-0.000002,-0.013786251,0.002984704,-0.014442874,0.003668575,0.003668575
-0.000001,-0.007532291,0.012365629,0.013699946,-0.013842532,-0.013842532
0,-0.013786251,0.015492629,0.028709426,-0.024786962,-0.024786962
0.000001,-0.012535451,0.026437079,0.028709426,-0.007275832,-0.007275832
0.000002,-0.005030691,0.038944979,0.015576146,0.016801928,0.016801928
0.000003,-0.008783051,0.031127529,-0.006938134,0.023368558,0.023368558
0.000004,-0.007532291,0.017056129,-0.005061934,0.005857463,0.005857463
0.000005,0.001223269,0.001421212,-0.010690534,0.003668575,0.003668575
0.000006,0.011229616,0.002984704,-0.018195274,0.014613028,0.014613028
0.000007,0.001223269,0.010802179,-0.003185794,0.010235235,0.010235235
0.000008,-0.010033851,0.006111684,0.013699946,0.010235235,0.010235235
0.000009,-0.016287811,0.002984704,0.015576146,0.018990758,0.018990758
0.00001,-0.015037011,-0.000142276,0.017452286,0.023368558,0.023368558
0.000011,-0.017538611,-0.006396221,0.0024428,0.021179658,0.021179658
0.000012,-0.017538611,-0.004832771,-0.003185794,0.014613028,0.014613028
0.000013,0.001223269,-0.015777171,-0.001309594,0.012424128,0.012424128
0.000014,0.007477229,-0.018904171,0.0024428,0.005857463,0.005857463
0.000015,-0.007532291,-0.009523221,-0.008814334,-0.000709202,-0.000709202
0.000016,-0.022541771,0.007675179,-0.008814334,-0.009464732,-0.009464732
0.000017,-0.011284651,0.001421212,0.006195176,-0.013842532,-0.013842532
0.000018,-0.001278291,-0.006396221,-0.001309594,-0.016031432,-0.016031432
0.000019,-0.003779891,-0.018904171,-0.025700014,-0.018220262,-0.018220262
0.00002,-0.017538611,-0.023594621,-0.035080954,-0.013842532,-0.013842532
0.000021,-0.005030691,-0.023594621,-0.020071474,-0.022598062,-0.022598062
0.000022,-0.005030691,-0.018904171,-0.010690534,-0.011653632,-0.011653632
0.000023,0.004975669,-0.011086721,-0.006938134,-0.000709202,-0.000709202
0.000024,0.009978825,-0.012650221,0.0024428,0.016801928,0.016801928
0.000025,0.002474069,-0.001705771,0.011823746,-0.000709202,-0.000709202
0.000026,-0.005030691,0.021746579,0.011823746,-0.009464732,-0.009464732
0.000027,-0.012535451,0.032691029,0.0024428,-0.007275832,-0.007275832
0.000028,-0.013786251,0.018619629,-0.008814334,-0.000709202,-0.000709202
0.000029,-0.010033851,-0.003269271,-0.023823874,0.005857463,0.005857463
0.00003,-0.012535451,-0.012650221,-0.021947674,0.005857463,0.005857463
0.000031,0.002474069,-0.007959721,-0.025700014,0.010235235,0.010235235
0.000032,0.002474069,0.002984704,-0.018195274,0.021179658,0.021179658
0.000033,-0.015037011,0.006111684,0.0024428,-0.002898102,-0.002898102
0.000034,-0.010033851,-0.007959721,0.015576146,0.001479691,0.001479691
0.000035,0.002474069,-0.011086721,0.011823746,0.005857463,0.005857463
0.000036,0.016232789,0.001421212,0.009947552,0.016801928,0.016801928
0.000037,0.014981993,0.007675179,0.000566606,0.005857463,0.005857463
0.000038,0.014981993,-0.007959721,0.013699946,-0.005087002,-0.005087002
0.000039,0.002474069,-0.022031171,0.021204686,-0.013842532,-0.013842532
0.00004,-2.75312E-05,-0.004832771,0.000566606,-0.009464732,-0.009464732
0.000041,0.013731201,0.020183079,-0.010690534,0.001479691,0.001479691
0.000042,0.021235949,0.023310079,-0.020071474,0.014613028,0.014613028
0.000043,0.016232789,0.007675179,-0.018195274,0.021179658,0.021179658
0.000044,0.006226429,-0.001705771,-0.008814334,0.012424128,0.012424128
0.000045,0.002474069,-0.015777171,0.008071364,-0.005087002,-0.005087002
0.000046,0.006226429,-0.023594621,0.011823746,-0.022598062,-0.022598062
0.000047,0.022486749,-0.011086721,-0.008814334,-0.024786962,-0.024786962
0.000048,0.029991509,0.002984704,-0.020071474,-0.016031432,-0.016031432
0.000049,0.028740709,0.012365629,-0.020071474,-0.016031432,-0.016031432
0.00005,0.006226429,0.010802179,-0.005061934,-0.005087002,-0.005087002
0.000051,-0.007532291,0.017056129,0.021204686,-0.000709202,-0.000709202
0.000052,-0.020040211,0.010802179,0.023080886,-0.009464732,-0.009464732
0.000053,-0.013786251,-0.004832771,0.021204686,-0.009464732,-0.009464732
0.000054,-0.011284651,-0.011086721,0.015576146,-0.013842532,-0.013842532
0.000055,-0.008783051,-0.001705771,0.011823746,-0.005087002,-0.005087002
0.000056,-0.010033851,-0.001705771,0.006195176,0.012424128,0.012424128
0.000057,0.001223269,-0.001705771,0.004318986,0.023368558,0.023368558
0.000058,0.004975669,0.001421212,0.000566606,0.003668575,0.003668575
0.000059,0.001223269,-0.001705771,-0.006938134,-0.005087002,-0.005087002
0.00006,-0.007532291,-0.009523221,-0.012566734,-0.011653632,-0.011653632
0.000061,-0.027544971,-0.001705771,-0.008814334,-0.000709202,-0.000709202
0.000062,-0.028795891,0.015492629,-0.012566734,0.010235235,0.010235235
0.000063,-0.008783051,0.013929129,-0.005061934,-0.011653632,-0.011653632
0.000064,0.006226429,0.013929129,-0.005061934,-0.024786962,-0.024786962
0.000065,-2.75312E-05,0.004548194,-0.008814334,-0.009464732,-0.009464732
0.000066,-0.006281491,0.001421212,-0.001309594,0.010235235,0.010235235
0.000067,-0.006281491,-0.001705771,0.006195176,0.008046349,0.008046349
0.000068,-0.001278291,0.007675179,0.009947552,0.003668575,0.003668575
0.000069,-0.001278291,-0.003269271,-0.003185794,0.003668575,0.003668575
0.00007,0.004975669,-0.023594621,-0.006938134,0.003668575,0.003668575
0.000071,-0.001278291,-0.023594621,-0.003185794,-0.002898102,-0.002898102
0.000072,-0.020040211,-0.017340671,0.006195176,-0.013842532,-0.013842532
0.000073,-0.027544971,-0.009523221,0.019328486,-0.007275832,-0.007275832
0.000074,-0.020040211,-0.009523221,0.006195176,0.005857463,0.005857463
0.000075,-0.001278291,-0.015777171,-0.001309594,0.012424128,0.012424128
0.000076,0.016232789,-0.015777171,0.006195176,-0.005087002,-0.005087002
0.000077,0.011229616,-0.007959721,0.021204686,-0.007275832,-0.007275832
0.000078,0.003724869,-0.009523221,0.028709426,-0.009464732,-0.009464732
0.000079,-0.015037011,-0.012650221,0.021204686,0.001479691,0.001479691
0.00008,-0.013786251,-0.015777171,-0.003185794,-0.000709202,-0.000709202
0.000081,0.001223269,-0.009523221,-0.016319074,-0.002898102,-0.002898102
0.000082,0.012480409,-0.009523221,-0.008814334,-0.005087002,-0.005087002
0.000083,0.002474069,-0.007959721,0.015576146,-0.013842532,-0.013842532
0.000084,-0.013786251,-0.009523221,0.021204686,-0.022598062,-0.022598062
0.000085,-0.011284651,-0.007959721,0.004318986,-0.018220262,-0.018220262
0.000086,-0.001278291,0.001421212,-0.020071474,-0.007275832,-0.007275832
0.000087,0.004975669,0.009238679,-0.021947674,0.008046349,0.008046349
0.000088,-0.002529091,0.001421212,-0.021947674,-0.005087002,-0.005087002
0.000089,-0.015037011,-0.006396221,-0.010690534,-0.013842532,-0.013842532
0.00009,-0.005030691,-0.004832771,-0.005061934,-0.016031432,-0.016031432
0.000091,0.016232789,0.010802179,-0.005061934,-0.009464732,-0.009464732
0.000092,0.018734389,0.002984704,-0.003185794,0.010235235,0.010235235
0.000093,0.003724869,0.001421212,0.006195176,0.029935188,0.029935188
0.000094,-0.008783051,-0.015777171,0.008071364,0.018990758,0.018990758
0.000095,-0.008783051,-0.020467671,0.009947552,0.012424128,0.012424128
0.000096,0.002474069,-0.012650221,0.011823746,0.001479691,0.001479691
0.000097,0.003724869,-0.003269271,0.017452286,-0.005087002,-0.005087002
0.000098,-0.006281491,-0.003269271,0.009947552,0.001479691,0.001479691
0.000099,-0.011284651,0.007675179,-0.010690534,0.003668575,0.003668575
0.0001,-0.001278291,0.017056129,-0.020071474,-0.005087002,-0.005087002
0.000101,0.008728029,0.012365629,-0.012566734,-0.007275832,-0.007275832
0.000102,0.011229616,0.010802179,0.000566606,-0.007275832,-0.007275832
0.000103,-0.005030691,-0.004832771,-0.003185794,-0.002898102,-0.002898102
0.000104,-0.007532291,-0.006396221,-0.008814334,-0.007275832,-0.007275832
0.000105,-0.005030691,-0.001705771,-0.003185794,0.005857463,0.005857463
0.000106,-0.003779891,0.007675179,0.023080886,0.012424128,0.012424128
0.000107,-0.012535451,-0.004832771,0.030585626,0.014613028,0.014613028
0.000108,-0.006281491,-0.009523221,0.019328486,0.003668575,0.003668575
0.000109,0.008728029,-0.007959721,0.013699946,-0.005087002,-0.005087002
0.00011,0.028740709,-0.000142276,0.0024428,-0.005087002,-0.005087002
0.000111,0.014981993,0.013929129,0.008071364,-0.000709202,-0.000709202
0.000112,0.008728029,0.017056129,0.015576146,0.012424128,0.012424128
0.000113,0.001223269,0.013929129,0.015576146,0.018990758,0.018990758
0.000114,-0.011284651,0.002984704,0.006195176,0.021179658,0.021179658
0.000115,0.002474069,-0.011086721,-0.006938134,0.010235235,0.010235235
0.000116,0.012480409,-0.023594621,-0.010690534,0.003668575,0.003668575
0.000117,0.022486749,-0.025158121,-0.025700014,0.003668575,0.003668575
0.000118,0.024988349,-0.009523221,-0.035080954,0.003668575,0.003668575
0.000119,0.011229616,0.001421212,-0.035080954,-0.002898102,-0.002898102
0.00012,-0.005030691,0.009238679,-0.018195274,-0.013842532,-0.013842532
0.000121,-0.006281491,0.004548194,-0.018195274,-0.011653632,-0.011653632
0.000122,0.002474069,0.007675179,-0.016319074,-0.005087002,-0.005087002
0.000123,0.021235949,0.004548194,-0.014442874,0.001479691,0.001479691
0.000124,0.024988349,-0.001705771,-0.021947674,-0.000709202,-0.000709202
0.000125,0.013731201,0.001421212,0.000566606,-0.002898102,-0.002898102
0.000126,-0.003779891,0.006111684,0.015576146,0.001479691,0.001479691
0.000127,-0.008783051,-0.003269271,0.024957086,-0.000709202,-0.000709202
0.000128,-0.022541771,-0.001705771,0.009947552,-0.009464732,-0.009464732
0.000129,-0.023792571,-0.003269271,-0.005061934,-0.018220262,-0.018220262
0.00013,-0.008783051,-0.001705771,-0.014442874,-0.013842532,-0.013842532
0.000131,0.002474069,-0.009523221,-0.020071474,-0.013842532,-0.013842532
0.000132,-2.75312E-05,-0.001705771,0.004318986,-0.005087002,-0.005087002
0.000133,-0.003779891,0.007675179,0.008071364,-0.002898102,-0.002898102
0.000134,-0.003779891,0.006111684,0.009947552,-0.009464732,-0.009464732
0.000135,-0.002529091,-0.004832771,0.008071364,-0.013842532,-0.013842532
0.000136,-0.011284651,-0.004832771,-0.005061934,0.001479691,0.001479691
0.000137,-0.008783051,0.015492629,0.0024428,0.003668575,0.003668575
0.000138,-0.001278291,0.031127529,-0.003185794,-0.000709202,-0.000709202
0.000139,-0.008783051,0.017056129,0.0024428,-0.002898102,-0.002898102
0.00014,-0.011284651,0.002984704,0.019328486,-0.000709202,-0.000709202
0.000141,-0.008783051,-0.004832771,0.0024428,0.001479691,0.001479691
0.000142,-0.010033851,-0.001705771,0.004318986,0.008046349,0.008046349
0.000143,-0.007532291,0.006111684,0.004318986,-0.000709202,-0.000709202
0.000144,-0.006281491,0.006111684,0.019328486,0.003668575,0.003668575
0.000145,-0.006281491,0.004548194,0.011823746,0.010235235,0.010235235
0.000146,-0.001278291,-0.007959721,0.004318986,0.003668575,0.003668575
0.000147,0.001223269,-0.009523221,0.011823746,0.003668575,0.003668575
0.000148,-0.002529091,-0.001705771,0.019328486,0.012424128,0.012424128
0.000149,-0.011284651,-0.006396221,0.009947552,0.012424128,0.012424128
0.00015,-0.023792571,-0.001705771,0.000566606,-0.005087002,-0.005087002
0.000151,-0.026294171,0.001421212,-0.001309594,-0.007275832,-0.007275832
0.000152,-0.025043371,0.010802179,0.004318986,-0.005087002,-0.005087002
0.000153,-0.013786251,0.009238679,-0.012566734,-0.000709202,-0.000709202
0.000154,-0.010033851,0.004548194,-0.023823874,-0.002898102,-0.002898102
0.000155,-0.001278291,-0.012650221,-0.031328614,0.003668575,0.003668575
0.000156,-2.75312E-05,-0.014213671,-0.008814334,0.012424128,0.012424128
0.000157,0.008728029,0.004548194,0.024957086,0.014613028,0.014613028
0.000158,0.014981993,0.010802179,0.023080886,0.005857463,0.005857463
0.000159,0.019985149,-0.006396221,0.009947552,-0.007275832,-0.007275832
0.00016,0.022486749,-0.014213671,0.006195176,-0.007275832,-0.007275832
0.000161,0.017483589,-0.001705771,0.0024428,0.001479691,0.001479691
0.000162,0.001223269,0.013929129,-0.001309594,0.012424128,0.012424128
0.000163,-0.002529091,0.013929129,-0.005061934,0.016801928,0.016801928
0.000164,-2.75312E-05,-0.003269271,-0.018195274,0.008046349,0.008046349
0.000165,0.012480409,0.002984704,-0.020071474,0.010235235,0.010235235
0.000166,0.011229616,0.012365629,-0.016319074,0.003668575,0.003668575
0.000167,-2.75312E-05,-0.001705771,-0.018195274,-0.000709202,-0.000709202
0.000168,-2.75312E-05,-0.015777171,-0.027576214,-0.000709202,-0.000709202
0.000169,-0.003779891,-0.014213671,-0.012566734,0.008046349,0.008046349
0.00017,0.006226429,-0.009523221,0.004318986,0.012424128,0.012424128
0.000171,0.011229616,-0.001705771,0.009947552,0.010235235,0.010235235
0.000172,0.008728029,0.006111684,0.006195176,0.003668575,0.003668575
0.000173,0.003724869,0.018619629,-0.005061934,-0.002898102,-0.002898102
0.000174,-0.001278291,0.018619629,0.009947552,-0.013842532,-0.013842532
0.000175,-0.012535451,0.018619629,0.009947552,-0.011653632,-0.011653632
0.000176,-0.008783051,0.013929129,-0.003185794,-0.007275832,-0.007275832
0.000177,-0.007532291,0.012365629,-0.012566734,0.001479691,0.001479691
0.000178,-0.002529091,0.009238679,-0.014442874,0.003668575,0.003668575
0.000179,0.008728029,0.002984704,-0.006938134,0.003668575,0.003668575
0.00018,0.014981993,-0.001705771,-0.001309594,0.005857463,0.005857463
0.000181,0.021235949,-0.009523221,-0.005061934,0.001479691,0.001479691
0.000182,0.022486749,-0.003269271,-0.014442874,-0.011653632,-0.011653632
0.000183,0.014981993,0.007675179,-0.001309594,-0.007275832,-0.007275832
0.000184,-0.003779891,0.009238679,0.021204686,-0.002898102,-0.002898102
0.000185,-0.022541771,0.009238679,0.023080886,0.003668575,0.003668575
0.000186,-0.020040211,0.013929129,0.019328486,0.008046349,0.008046349
0.000187,-0.007532291,0.015492629,0.009947552,0.016801928,0.016801928
0.000188,0.003724869,0.018619629,-0.006938134,0.014613028,0.014613028
0.000189,0.007477229,0.001421212,-0.010690534,0.001479691,0.001479691
0.00019,0.003724869,-0.020467671,-0.027576214,0.001479691,0.001479691
0.000191,-0.001278291,-0.015777171,-0.036957154,-0.000709202,-0.000709202
0.000192,-0.016287811,-0.022031171,-0.020071474,0.012424128,0.012424128
0.000193,-0.023792571,-0.022031171,-0.001309594,0.018990758,0.018990758
0.000194,-0.012535451,-0.018904171,0.011823746,0.021179658,0.021179658
0.000195,0.001223269,-0.001705771,0.021204686,0.003668575,0.003668575
0.000196,0.002474069,0.004548194,0.015576146,0.003668575,0.003668575
0.000197,0.011229616,0.004548194,0.006195176,0.012424128,0.012424128
0.000198,0.007477229,-0.003269271,0.006195176,0.021179658,0.021179658
0.000199,-0.005030691,0.001421212,0.006195176,0.027746358,0.027746358
0.0002,-0.015037011,0.002984704,0.004318986,0.023368558,0.023368558
0.000201,-0.030046691,-0.004832771,0.008071364,0.001479691,0.001479691
0.000202,-0.021291011,-0.006396221,0.021204686,-0.007275832,-0.007275832
0.000203,0.001223269,-0.001705771,0.011823746,0.001479691,0.001479691
0.000204,0.014981993,-0.004832771,-0.006938134,0.003668575,0.003668575
0.000205,-0.003779891,-0.006396221,-0.012566734,0.001479691,0.001479691
0.000206,-0.032548291,-0.011086721,-0.005061934,-0.000709202,-0.000709202
0.000207,-0.037551491,-0.018904171,0.019328486,0.014613028,0.014613028
0.000208,-0.017538611,-0.020467671,0.039966566,0.008046349,0.008046349
0.000209,-0.005030691,-0.014213671,0.011823746,0.008046349,0.008046349
0.00021,0.002474069,0.004548194,-0.008814334,0.021179658,0.021179658
0.000211,-0.007532291,0.012365629,-0.010690534,0.016801928,0.016801928
0.000212,-0.030046691,0.009238679,-0.008814334,0.010235235,0.010235235
0.000213,-0.040052691,0.020183079,-0.014442874,0.005857463,0.005857463
0.000214,-0.032548291,0.018619629,-0.018195274,0.010235235,0.010235235
0.000215,-0.017538611,-0.001705771,0.000566606,0.014613028,0.014613028
0.000216,-0.002529091,-0.029848621,0.011823746,0.021179658,0.021179658
0.000217,0.008728029,-0.020467671,0.019328486,0.025557458,0.025557458
0.000218,0.021235949,0.012365629,0.017452286,0.001479691,0.001479691
0.000219,0.007477229,0.034254529,0.015576146,-0.005087002,-0.005087002
0.00022,0.006226429,0.028000579,0.021204686,-0.011653632,-0.011653632
0.000221,0.012480409,0.007675179,0.019328486,-0.018220262,-0.018220262
0.000222,0.013731201,0.001421212,0.006195176,-0.018220262,-0.018220262
0.000223,0.028740709,-0.011086721,-0.010690534,-0.009464732,-0.009464732
0.000224,0.038747069,-0.015777171,-0.006938134,-0.005087002,-0.005087002
0.000225,0.024988349,-0.011086721,-0.001309594,-0.009464732,-0.009464732
0.000226,-0.001278291,-0.001705771,0.008071364,0.005857463,0.005857463
0.000227,-0.005030691,-0.004832771,0.011823746,0.018990758,0.018990758
0.000228,0.004975669,-0.006396221,-0.003185794,0.010235235,0.010235235
0.000229,0.017483589,-0.004832771,-0.003185794,-0.011653632,-0.011653632
0.00023,0.011229616,-0.009523221,0.006195176,-0.035731392,-0.035731392
0.000231,-0.005030691,-0.018904171,0.015576146,-0.022598062,-0.022598062
0.000232,-0.006281491,-0.006396221,0.021204686,0.003668575,0.003668575
0.000233,-0.006281491,0.006111684,0.032461826,0.010235235,0.010235235
0.000234,0.002474069,0.013929129,0.024957086,-0.000709202,-0.000709202
0.000235,-0.002529091,0.002984704,0.000566606,-0.005087002,-0.005087002
0.000236,-0.003779891,-0.006396221,0.000566606,-0.005087002,-0.005087002
0.000237,-0.006281491,0.001421212,0.000566606,-0.016031432,-0.016031432
0.000238,-0.005030691,0.001421212,0.000566606,-0.013842532,-0.013842532
0.000239,-0.001278291,0.007675179,-0.010690534,-0.013842532,-0.013842532
0.00024,0.007477229,0.010802179,-0.001309594,-0.011653632,-0.011653632
0.000241,0.013731201,0.017056129,0.004318986,-0.022598062,-0.022598062
0.000242,0.009978825,0.006111684,0.026833226,-0.024786962,-0.024786962
0.000243,0.009978825,-0.007959721,0.023080886,-0.013842532,-0.013842532
0.000244,0.021235949,-0.014213671,0.009947552,0.005857463,0.005857463
0.000245,0.018734389,-0.009523221,-0.010690534,0.012424128,0.012424128
0.000246,-2.75312E-05,-0.011086721,-0.003185794,0.003668575,0.003668575
